Company,City,County,State,yr built,cases_jul_17,date_first_case,_deaths,date_first_death,num_employees,num_tests,any_closure,flag?,close_date,reopen_date,meat_type,estnumber,line_speed_waiver,Sources,Notes,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link
Sanderson Farms,Waco,McLennan,Texas,,at least 1,5/9/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,poultry,P34308,,Waco Tribune-Herald,,https://www.wacotrib.com/news/local/at-least-2-waco-meat-processing-plant-workers-test-positive-for-covid-19-though-no/article_eb5fb584-59cc-5393-9250-eeb9a539f957.html,,,,,,,,,,,,,,,,,
Sanderson Farms,Bryan,Brazos,Texas,,"27 employees, 35 contacts/family members",5/18/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,poultry,P19688+V19688,,KBTX-TV,,https://www.kbtx.com/content/news/KBTX-Investigates-More-than-two-dozen-COVID-19-cases-at-local-poultry-plant-570559221.html,https://www.kbtx.com/content/news/More-than-five-dozen-COVID-19-cases-tied-to-Brazos-County-poultry-processing-plant-570606981.html,,,,,,,,,,,,,,,,
Seaboard Triumph Foods,Sioux City,Woodbury,Iowa,,59,4/28/2020,1,5/4/2020,2400,unclear,No,,n/a,n/a,pork,M46071+V46071,,"Sioux City Journal, AP",,https://siouxcityjournal.com/news/local/seaboard-triumph-foods-worker-dies-of-covid-19/article_8146941e-1d1b-5586-9d91-d7b6a9b01f14.html,https://apnews.com/8dc974e80d8836cdd91db41cff67efd3,https://siouxcityjournal.com/news/local/seaboard-triumph-foods-worker-dies-of-covid-19/article_8146941e-1d1b-5586-9d91-d7b6a9b01f14.html,https://www.omaha.com/news/state_and_regional/meatpacking-workers-account-for-one-in-six-coronavirus-cases-nebraskas-total-cases-top-7-000/article_92b9c056-a8fc-5f8b-84eb-15404939b6ba.html,https://siouxcityjournal.com/news/local/seaboard-triumph-foods-says-59-employees-have-tested-positive-for-covid-19/article_b6974811-2821-5b9a-93ec-c9a4916bc32c.html,,,,,,,,,,,,,
Seaboard Triumph Foods,Guymon,Texas,Oklahoma,,350,5/4/2020,1,5/23/2020,more than 1600,unclear,No,,n/a,n/a,pork,M13597+V13597,,"The Oklahoman, Fox 25 Oklahoma City, Reuters","Reuters reported he died 5/9; Meat+Poultry reports number was originally 440, then company said it was 350; This row used to say 641 cases were tied to this plant, that number actually reflects Seaboard Foods' total number of employees who tested positive, we regret the error",https://www.reuters.com/article/us-health-coronavirus-meat-plant-special/special-report-in-oklahoma-pork-packing-town-covid-stirs-fear-faith-and-sorrow-idUSKBN22Z0SK,https://oklahoman.com/article/5661562/coronavirus-in-oklahoma-116-covid-19-infections-found-in-pork-processing-plant-in-guymon,https://oklahoman.com/article/5662231/coronavirus-in-oklahoma-state-officials-stepping-in-to-help-oklahoma-meat-processing-plants-in-covid-19-fight,https://okcfox.com/news/coronavirus/440-coronavirus-cases-confirmed-at-texas-county-meat-processing-plant,https://www.reuters.com/article/us-health-coronavirus-meat-plant-special/special-report-in-oklahoma-pork-packing-town-covid-stirs-fear-faith-and-sorrow-idUSKBN22Z0SK,https://origin-www.fsis.usda.gov/wps/wcm/connect/a5c2b5c8-92e0-4565-8999-f2fb75bfdb05/MPI_Directory_Establishment_Number.pdf?MOD=AJPERES,,,,,,,,,,,,
Simmons Foods,Van Buren,Crawford,Arkansas,,"19; total of 3,306 positive cases in state, per Arkansas Dept of Health",6/5/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,poultry,M20287+P20287,,Arkansas Dept of Health,state health reports obtained by Heather Schlitz of Midwest Center,https://www.documentcloud.org/documents/6939504-Arkansas-Poultry-Covid-Clusters-Summary-6-5-2020.html,https://www.documentcloud.org/documents/6945186-Arkansas-Poultry-COVID-Summary-6-12-2020.html,https://www.documentcloud.org/documents/6982629-Arkansas-Poultry-COVID-Summary-7-6-2020.html,https://www.documentcloud.org/documents/6988953-Arkansas-7-13-20-Poultry-COVID-Summary-FINAL.html,,,,,,,,,,,,,,
Simmons Foods,Gentry,Benton,Arkansas,,"9; total of 3,306 positive cases in state, per Arkansas Dept of Health",6/5/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,poultry,P1949,,Arkansas Dept of Health,state health reports obtained by Heather Schlitz of Midwest Center,https://www.documentcloud.org/documents/6939504-Arkansas-Poultry-Covid-Clusters-Summary-6-5-2020.html,https://www.documentcloud.org/documents/6945186-Arkansas-Poultry-COVID-Summary-6-12-2020.html,https://www.documentcloud.org/documents/6982629-Arkansas-Poultry-COVID-Summary-7-6-2020.html,https://www.documentcloud.org/documents/6988953-Arkansas-7-13-20-Poultry-COVID-Summary-FINAL.html,,,,,,,,,,,,,,
Simmons Foods,Siloam Springs,Benton,Arkansas,,"5; total of 3,306 positive cases in state, per Arkansas Dept of Health",6/5/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,poultry,P486,,Arkansas Dept of Health,state health reports obtained by Heather Schlitz of Midwest Center,https://www.documentcloud.org/documents/6939504-Arkansas-Poultry-Covid-Clusters-Summary-6-5-2020.html,https://www.documentcloud.org/documents/6945186-Arkansas-Poultry-COVID-Summary-6-12-2020.html,https://www.documentcloud.org/documents/6982629-Arkansas-Poultry-COVID-Summary-7-6-2020.html,https://www.documentcloud.org/documents/6988953-Arkansas-7-13-20-Poultry-COVID-Summary-FINAL.html,,,,,,,,,,,,,,
Smart Chicken,Waverly,Lancaster,Nebraska,,"20; total of 4,596 workers tested positive in state, per Lincoln Journal-Star",5/8/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,poultry,M20251W+P20251W,,"Lincoln Journal-Star, City of Lincoln press conference",,https://journalstar.com/news/local/21-new-cases-of-covid-19-reported-friday-in-lincoln/article_70e1443d-06d9-578d-9673-b025294e7f59.html,https://www.omaha.com/news/state_and_regional/meatpacking-workers-account-for-one-in-six-coronavirus-cases-nebraskas-total-cases-top-7-000/article_92b9c056-a8fc-5f8b-84eb-15404939b6ba.html,https://www.youtube.com/watch?v=ibRtOOPVyMY,https://www.youtube.com/watch?v=m5eklyjFCCg,https://www.youtube.com/watch?v=Yb8Tg43RVb0,https://journalstar.com/news/state-and-regional/govt-and-politics/ricketts-keeps-coronavirus-options-open-as-he-eyes-other-outbreaks/article_4b4742bc-c0a8-57b7-880b-0d54eada5181.html,,,,,,,,,,,,
Smithfield Foods,Vernon,Los Angeles,California,,165,5/25/2020,n/a,n/a,1837,unclear,No,,n/a,n/a,pork,M360+P360,,"United Food and Commercial Workers union press release, Los Angeles Times",Farmer John,https://www.latimes.com/california/story/2020-05-25/farmer-john-meatpackers-demand-closing-vernon-plant-coronavirus,https://www.latimes.com/california/story/2020-06-14/vernon-coronavirus-cases-residents-farmer-john,,,,,,,,,,,,,,,,
Smithfield Foods,St. Charles,DuPage,Illinois,,"20; 1 of 26 plants affected in state w/ 1,029 total cases, per CDC",4/27/2020,"3; 10 total in state, per CDC",4/27/2020,325,unclear,Yes,,4/24/2020,unclear,pork,n/a,,"Kane County Health Department press release, ABC7 Chicago, WBEZ Chicago, Chicago Tribune","h/t Grace Hauck, USA Today; Smithfield would not confirm whether employee(s) had tested positive; Workers told ABC7 Chicago there were ""at least 20,"" Smithfield would not confirm",https://www.kanehealth.com/Latest-News/KANE%20CO%20HEALTH%20PRESS%20RELEASE%20-%20KCHD%20Issues%20Closure%20Order%20to%20Smithfield%20Foods%20Due%20to%20COVID-19%20Concerns.pdf,https://abc7chicago.com/health/family-st-charles-smithfield-foods-worker-dies-from-covid-19/6133706/,https://www.wbez.org/stories/meatpacking-workers-dilemma-quit-job-or-face-covid-19-risks/36bc05bd-c2e3-4312-8a62-8f05196b5bd6,https://www.chicagotribune.com/suburbs/aurora-beacon-news/ct-abn-smithfield-foods-covid-19-complaints-st-20200716-juh2l5rmgfeqdjuxgqdozqtczi-story.html,,,,,,,,,,,,,,
Smithfield Foods,Monmouth,Warren,Illinois,1964,"3; 1 of 26 plants affected in state w/ 1,029 total cases, per CDC",4/17/2020,n/a,n/a,1700,unclear,Yes,,4/24/2020,5/4/2020,pork,M717M,,"Peoria Journal Star, Smithfield Foods press release",,https://www.pjstar.com/news/20200425/smithfield-shutdown-will-hurt-monmouth,https://smithfieldfoods.gcs-web.com/node/28711/pdf,https://curiositymonmouthcollege.weebly.com/the-local-slaughterhouse.html,,,,,,,,,,,,,,,
Smithfield Foods,Kansas City,Wyandotte,Kansas,,"9; total of 3,205 positive cases in state, per Wichita Eagle",6/16/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,meat/poultry,M509K +P509K,,"Kansas Department of Health and Environment Covid-19 cluster report, State of Kansas spreadsheet showing outbreaks obtained via Kansas Open Records Act",state reported obtained by Heather Schlitz of Midwest Center,https://www.documentcloud.org/documents/6946542-KansasClusterReport.html,https://www.kansas.com/news/coronavirus/article244190362.html,,,,,,,,,,,,,,,,
Smithfield Foods,Martin City,Jackson,Missouri,,"""small number""",4/15/2020,n/a,n/a,about 400,unclear,Yes,,4/15/2020,5/11/2020,pork,M509K+P509K,,Smithfield Foods press release,,https://www.smithfieldfoods.com/press-room/company-news/smithfield-foods-to-close-two-additional-meat-processing-facilities,,,,,,,,,,,,,,,,,
Smithfield Foods,Milan,Sullivan,Missouri,,14,5/14/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,pork,M320M+V320,,KTVO-TV,,https://ktvo.com/news/local/sullivan-county-health-department-confirms-14-additional-covid-19-cases,,,,,,,,,,,,,,,,,
Smithfield Foods,Crete,Saline,Nebraska,,"292; total of 4,596 workers tested positive in state, per Lincoln Journal-Star",4/21/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,pork,M717CR+P717CR,,"Omaha World-Herald, Lincoln Journal-Star, City of Lincoln press conference (YouTube)",,https://www.omaha.com/news/state_and_regional/meatpacking-plants-are-nebraskas-newest-battleground-in-war-against-coronavirus/article_cb30e2ab-099a-5458-b0ec-01c0d05fc9e9.html,https://journalstar.com/lifestyles/health-med-fit/health/smithfield-in-crete-may-close-because-of-rising-number-of-cases/article_1f3377e0-e746-587b-830b-6fcaa535bf8d.html,https://www.omaha.com/news/state_and_regional/dakota-county-pop-20-000-now-has-more-coronavirus-cases-than-douglas-county/article_ec7dbd19-8574-58ea-aa98-7d469a6dcf2e.html,https://journalstar.com/lifestyles/health-med-fit/health/13-new-cases-confirmed-in-lancaster-county-national-analysis-identifies-lincoln-as-rising-hotspot/article_8c91aca9-503b-5539-a08a-7dc8fd804fda.html,https://www.youtube.com/watch?time_continue=436&v=o_TmSsvXGOg&feature=emb_title,https://www.youtube.com/watch?v=5FoeMSTkKuw,https://www.omaha.com/news/state_and_regional/im-scared-to-return-nebraska-meatpacking-workers-and-their-families-speak-out/article_d9d8c573-a1f9-5f23-b480-c20bb0ba3ab0.html,https://www.youtube.com/watch?v=m5eklyjFCCg,https://www.youtube.com/watch?v=Yb8Tg43RVb0,https://journalstar.com/news/state-and-regional/govt-and-politics/ricketts-keeps-coronavirus-options-open-as-he-eyes-other-outbreaks/article_4b4742bc-c0a8-57b7-880b-0d54eada5181.html,,,,,,,,
Smithfield Foods,Lincoln,Lancaster,Nebraska,,"20; total of 4,596 workers tested positive in state, per Lincoln Journal-Star",5/6/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,pork,M509L+P509L,,"Lincoln Journal-Star, City of Lincoln press conference",,https://journalstar.com/lifestyles/health-med-fit/health/13-new-cases-confirmed-in-lancaster-county-national-analysis-identifies-lincoln-as-rising-hotspot/article_8c91aca9-503b-5539-a08a-7dc8fd804fda.html,https://www.youtube.com/watch?time_continue=436&v=o_TmSsvXGOg&feature=emb_title,https://www.omaha.com/news/state_and_regional/meatpacking-workers-account-for-one-in-six-coronavirus-cases-nebraskas-total-cases-top-7-000/article_92b9c056-a8fc-5f8b-84eb-15404939b6ba.html,https://journalstar.com/lifestyles/health-med-fit/health/lancaster-county-confirms-3rd-death-from-coronavirus-18-new-cases-reported/article_a5f91f2a-80c0-5606-9b26-e447d21a41e6.html,https://www.youtube.com/watch?v=ibRtOOPVyMY,https://www.youtube.com/watch?v=m5eklyjFCCg,https://journalstar.com/news/state-and-regional/govt-and-politics/ricketts-keeps-coronavirus-options-open-as-he-eyes-other-outbreaks/article_4b4742bc-c0a8-57b7-880b-0d54eada5181.html,,,,,,,,,,,
Smithfield Foods,Tar Heel,Bladen,North Carolina,1992,"1 of 28 plants w/ total of 2,772 positive tests in state, per The Guardian",4/21/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,pork,M18079+P27232,,"The State, Newsy, North Carolina Health News, the Guardian",NC health dept announced a facility in Bladen County had 2+ cases,https://www.thestate.com/news/coronavirus/article242110666.html,https://www.newsy.com/stories/43-workers-covid-19-positive-at-smithfield-pork-plant/,https://www.northcarolinahealthnews.org/2020/05/01/smithfield-struggles-to-contain-covid/,https://www.bladenjournal.com/news/32615/coronavirus-north-carolina-meat-processing-plants-at-least-28-have-more-than-2700-cases,https://www.theguardian.com/environment/2020/jul/01/revealed-covid-19-outbreaks-meat-processing-plants-north-carolina,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwilpv2R24TrAhWSYDUKHUW2AB4QFjABegQIBRAB&url=https%3A%2F%2Fwww.northcarolinahealthnews.org%2F2020%2F05%2F01%2Fsmithfield-struggles-to-contain-covid%2F&usg=AOvVaw0ZwkeYH4fIK4dhyjojL8dh,,,,,,,,,,,,
Smithfield Foods,Springdale,Hamilton,Ohio,,4,4/20/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,,,,Cincinnati Enquirer,,https://www.cincinnati.com/story/news/2020/04/20/covid-19-4-confirmed-cases-local-smithfield-meat-processing-plant/5165802002/,,,,,,,,,,,,,,,,,
Smithfield Foods,Arnold,Westmoreland,Pennsylvania,1990,"12; 1 of 30 affected plants w/ total of 1,169 positives in state, per CDC",5/6/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,pork,M2121+P2121,,KDKA2 CBS Pittsburgh,,https://pittsburgh.cbslocal.com/video/4540462-12-people-at-westmoreland-co-meat-processing-plant-have-tested-positive-for-coronavirus/,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,https://archive.triblive.com/local/valley-news-dispatch/smithfield-foods-defends-upgrades-it-has-made-to-its-arnold-plant/,,,,,,,,,,,,,,
Smithfield Foods,Sioux Falls,Minnehaha,South Dakota,1909,"853 employees, 245 nonemployees who tested positive after interacting with plant worker; total of 1,593 positive cases in state, per CDC",4/9/2020,2,4/14/2020,3700,unclear,Yes,,4/12/2020,5/11/2020,pork,M17D+P7613+V17D,,"CNN, Smithfield Foods press release, AP, Argus Leader, Centers for Disease Control and Prevention",,https://www.cnn.com/2020/04/12/business/meat-plant-closures-smithfield/index.html,https://www.smithfieldfoods.com/press-room/company-news/smithfield-foods-to-close-sioux-falls-sd-plant-indefinitely-amid-covid-19,https://apnews.com/0cd7680d2d221944ed05f86691bb3537,https://www.argusleader.com/story/news/2020/05/02/union-smithfield-foods-sioux-falls-partially-reopen-monday/3071666001/,https://apnews.com/26bf8fc20f2873d9701fd2ea95f87be4,https://www.argusleader.com/story/news/2020/04/16/smithfield-foods-coronavirus-sioux-falls-cdc-assess-plan-reopen/5144291002/,https://www.argusleader.com/story/news/crime/2020/04/15/smithfield-foods-sioux-falls-sd-worker-dies-coronavirus-hot-spot/2994502001/,https://www.argusleader.com/story/news/politics/2020/04/21/coronavirus-cases-surpass-1-750-south-dakota-additional-death-confirmed/5168518002/,https://www.argusleader.com/story/news/politics/2020/04/23/cdc-recommends-better-social-distancing-hygiene-and-training-smithfield/3011042001/,https://www.argusleader.com/story/news/politics/2020/04/28/sen-john-thune-says-meatpacking-plants-need-restore-confidence-theyre-safe-workplaces/3039078001/,https://apnews.com/26bf8fc20f2873d9701fd2ea95f87be4,https://www.argusleader.com/story/news/2020/04/21/smithfield-foods-worker-dies-coronavirus-craig-franken-sioux-falls/2996184001/,https://www.argusleader.com/story/news/2020/06/16/many-1-200-workers-still-not-back-smithfield-after-covid-19-outbreak/3195211001/,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,
Smithfield Foods,Cudahy,Milwaukee,Wisconsin,1880,"89; 1 of 14 affected plants w/ a total of 860 positive cases, per CDC",4/15/2020,n/a,n/a,unclear,unclear,Yes,,4/15/2020,4/29/2020,,,,"Smithfield Foods press release, Milwaukee Journal Sentinel, Centers for Disease Control and Prevention",,https://www.smithfieldfoods.com/press-room/company-news/smithfield-foods-to-close-two-additional-meat-processing-facilities,https://www.smithfieldfoods.com/press-room/company-news/smithfield-foods-to-close-two-additional-meat-processing-facilities,https://www.jsonline.com/story/news/2020/05/01/85-workers-test-positive-coronavirus-smithfield-plant-cudahy/3070192001/,https://www.jsonline.com/story/news/2020/05/08/second-wisconsin-meatpacking-worker-dies-of-coronavirus-800-infected/3095122001/,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,http://www.ansci.wisc.edu/meat_hof/1993/cudahy.htm,,,,,,,,,,,,
Southeast Poultry,Rogers,Benton,Arkansas,,"73; total of 3,306 positive cases in state, per Arkansas Dept of Health",6/5/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,poultry,M2676+P2676,,Arkansas Dept of Health,state health reports obtained by Heather Schlitz of Midwest Center,https://www.documentcloud.org/documents/6939504-Arkansas-Poultry-Covid-Clusters-Summary-6-5-2020.html,https://www.documentcloud.org/documents/6945186-Arkansas-Poultry-COVID-Summary-6-12-2020.html,https://www.documentcloud.org/documents/6982629-Arkansas-Poultry-COVID-Summary-7-6-2020.html,https://www.documentcloud.org/documents/6988953-Arkansas-7-13-20-Poultry-COVID-Summary-FINAL.html,,,,,,,,,,,,,,
Specialty Foods Group,Owensboro,Daviess,Kentucky,,"35; total of 559 positive cases in state, per CDC",5/1/2020,n/a,n/a,unclear,unclear,Yes,,5/3/2020,5/11/2020,"pork, turkey",M7467+P7467,,"WFIE-TV, WEHT-TV, WKU FM (NPR affiliate)",,https://www.wbko.com/content/news/Western-Kentucky-meat-processing-plants-close-for-cleaning-570138221.html,https://www.wbko.com/content/news/Western-Kentucky-meat-processing-plants-close-for-cleaning-570138221.html,https://www.tristatehomepage.com/news/coronavirus-watch/coronavirus-watch-kentucky/covid-19-cases-increase-at-3-ky-meat-processing-facilities/,https://www.wkyufm.org/post/kentucky-meat-processing-plants-confronting-covid-19,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,
Stampede Meat Inc.,Sunland Park,Dona Ana,New Mexico,,57,5/4/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,meat,M19113N+P19113N,,"KVIA-TV, KTSM-TV",,https://kvia.com/news/business-technology/2020/05/04/confirmed-virus-case-at-santa-teresa-meatpacking-plant-prompts-rapid-testing-for-all-plant-workers/,https://kvia.com/news/business-technology/2020/05/05/5-workers-at-southern-new-mexico-meatpacking-plant-confirmed-to-have-the-virus/,https://www.ktsm.com/coronavirus-2/57-at-santa-teresa-meatpacking-plant-test-positive-for-covid-19/,https://www.lcsun-news.com/story/news/local/2020/06/16/new-mexico-coronavirus-covid-19-stampede-meat/3198652001/,https://journalstar.com/news/state-and-regional/govt-and-politics/ricketts-keeps-coronavirus-options-open-as-he-eyes-other-outbreaks/article_4b4742bc-c0a8-57b7-880b-0d54eada5181.html,,,,,,,,,,,,,
